Usuario/rol
examenesComplementariosSolicitados.electrocardiograma	boolean	No	Indica si se solicitó electrocardiograma.	src/lib/schema/historia.ts	true	Controla aparición/pendiente de estación Electrocardiograma.


Anamnesis
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
anamnesis.estadoCivil	enum	Sí	Estado civil del paciente.	src/lib/schema/anamnesis.ts	Soltero	Valores definidos en estadosCiviles.
anamnesis.nivelEducativo	enum	Sí	Nivel educativo alcanzado.	src/lib/schema/anamnesis.ts	Secundaria concluida	Valores definidos en nivelesEducativos.
anamnesis.añosCursados	number	No	Años cursados.	src/lib/schema/anamnesis.ts	12	Opcional.
anamnesis.situacionLaboral	string	No	Situación laboral declarada.	src/lib/schema/anamnesis.ts	Agricultor	Opcional.
anamnesis.motivoConsulta	string	Sí	Motivo principal de consulta.	src/lib/schema/anamnesis.ts	Dolor abdominal	Requerido.
anamnesis.historiaEnfermedadActual	string	Sí	Relato de la enfermedad actual.	src/lib/schema/anamnesis.ts	Dolor de 3 días de evolución	Requerido.
anamnesis.antecedentesNoPatologicos.habitoTabaquico	enum	Sí	Hábito tabáquico.	src/lib/schema/anamnesis.ts	Nunca fumo	Valores definidos en habitosTabaco.
anamnesis.antecedentesNoPatologicos.consumoAlcohol	enum	Sí	Consumo de alcohol.	src/lib/schema/anamnesis.ts	No consume alcohol	Valores definidos en consumosAlcohol.
anamnesis.antecedentesNoPatologicos.realizaActividadFisica	boolean	Sí	Indica si realiza actividad física.	src/lib/schema/anamnesis.ts	true	Se coerciona a boolean.
anamnesis.antecedentesNoPatologicos.consumoFrutasVerduras	enum	Sí	Consumo de frutas y verduras.	src/lib/schema/anamnesis.ts	3 - 4 porciones al día	Valores definidos en porcionesFrutasVerduras.
anamnesis.antecedentesPatologicos.personales[]	object[]	Sí	Lista de antecedentes patológicos personales.	src/lib/schema/anamnesis.ts	[{}]	Arreglo requerido; puede estar vacío.
anamnesis.antecedentesPatologicos.personales[].enfermedad	object	Sí	Enfermedad personal codificada.	src/lib/schema/anamnesis.ts	{"code":"5A11","title":"Diabetes mellitus"}	Usa ICDSchema: iNo, code, title.
anamnesis.antecedentesPatologicos.personales[].fechaDiagnostico	Date	No	Fecha del diagnóstico personal.	src/lib/schema/anamnesis.ts	2020-05-01	Opcional.
anamnesis.antecedentesPatologicos.personales[].tratamiento	string	No	Tratamiento del antecedente personal.	src/lib/schema/anamnesis.ts	Metformina	Opcional.
anamnesis.antecedentesPatologicos.familiares[]	object[]	Sí	Lista de antecedentes familiares.	src/lib/schema/anamnesis.ts	[{}]	Arreglo requerido; puede estar vacío.
anamnesis.antecedentesPatologicos.familiares[].parentesco	string	Sí	Parentesco del familiar.	src/lib/schema/anamnesis.ts	Padre	Obligatorio dentro de cada antecedente.
anamnesis.antecedentesPatologicos.familiares[].enfermedad	object	Sí	Enfermedad familiar codificada.	src/lib/schema/anamnesis.ts	{"code":"BA00","title":"Hypertension"}	Usa ICDSchema: iNo, code, title.
anamnesis.antecedentesPatologicos.familiares[].edadDiagnostico	number	Sí	Edad al diagnóstico del familiar.	src/lib/schema/anamnesis.ts	55	Obligatorio.
anamnesis.antecedentesPatologicos.familiares[].fallecimiento	boolean	Sí	Indica si el familiar falleció.	src/lib/schema/anamnesis.ts	false	Se coerciona a boolean.
anamnesis.antecedentesPatologicos.familiares[].edadFallecimiento	number	No	Edad de fallecimiento.	src/lib/schema/anamnesis.ts	70	Opcional; verificar regla condicional con fallecimiento.
anamnesis.antecedentesGinecoObstetricos	object	No	Antecedentes gineco-obstétricos.	src/lib/schema/anamnesis.ts	{}	TODO indica validación opcional según género pendiente.
anamnesis.antecedentesGinecoObstetricos.estadioTanner	string	Sí si existe bloque	Estadio Tanner.	src/lib/schema/anamnesis.ts	III	Obligatorio dentro del bloque.
anamnesis.antecedentesGinecoObstetricos.menarca	number	Sí si existe bloque	Edad de menarca.	src/lib/schema/anamnesis.ts	12	Entero.
anamnesis.antecedentesGinecoObstetricos.ritmoMenstrual	string	Sí si existe bloque	Ritmo menstrual.	src/lib/schema/anamnesis.ts	Regular	Obligatorio dentro del bloque.
anamnesis.antecedentesGinecoObstetricos.gestaciones	number	Sí si existe bloque	Número de gestaciones.	src/lib/schema/anamnesis.ts	2	Obligatorio dentro del bloque.
anamnesis.antecedentesGinecoObstetricos.partos	number	Sí si existe bloque	Número de partos.	src/lib/schema/anamnesis.ts	1	Obligatorio dentro del bloque.
anamnesis.antecedentesGinecoObstetricos.abortos	number	Sí si existe bloque	Número de abortos.	src/lib/schema/anamnesis.ts	0	Obligatorio dentro del bloque.
anamnesis.antecedentesGinecoObstetricos.cesareas	number	Sí si existe bloque	Número de cesáreas.	src/lib/schema/anamnesis.ts	1	Obligatorio dentro del bloque.
anamnesis.antecedentesGinecoObstetricos.fechaUltimaGestacion	string	Sí si existe bloque	Fecha de última gestación.	src/lib/schema/anamnesis.ts	2023-04-01	Se persiste como string.
anamnesis.antecedentesGinecoObstetricos.fechaUltimoParto	string	Sí si existe bloque	Fecha de último parto.	src/lib/schema/anamnesis.ts	2023-12-10	Se persiste como string.
anamnesis.antecedentesGinecoObstetricos.fechaUltimoAborto	string	Sí si existe bloque	Fecha de último aborto.	src/lib/schema/anamnesis.ts	2021-02-15	Se persiste como string.
anamnesis.antecedentesGinecoObstetricos.fechaUltimaCesarea	string	Sí si existe bloque	Fecha de última cesárea.	src/lib/schema/anamnesis.ts	2023-12-10	Se persiste como string.
anamnesis.antecedentesGinecoObstetricos.edadMenopausia	number	Sí si existe bloque	Edad de menopausia.	src/lib/schema/anamnesis.ts	50	Entero.
anamnesis.antecedentesGinecoObstetricos.terapiaAnticonceptiva	boolean	Sí si existe bloque	Indica uso de terapia anticonceptiva.	src/lib/schema/anamnesis.ts	true	Se coerciona a boolean.
anamnesis.antecedentesGinecoObstetricos.metodoAnticonceptivo	string	No	Método anticonceptivo usado.	src/lib/schema/anamnesis.ts	DIU	TODO indica validación condicional pendiente.
anamnesis.antecedentesGinecoObstetricos.inicioVidaSexual	number	Sí si existe bloque	Edad de inicio de vida sexual.	src/lib/schema/anamnesis.ts	18	Entero.
anamnesis.antecedentesGinecoObstetricos.numeroParejasSexuales	number	Sí si existe bloque	Número de parejas sexuales.	src/lib/schema/anamnesis.ts	2	Entero.
anamnesis.antecedentesGinecoObstetricos.cirugiaPelviana	string	Sí si existe bloque	Cirugía pelviana referida.	src/lib/schema/anamnesis.ts	Ninguna	Obligatorio dentro del bloque.
anamnesis.antecedentesGinecoObstetricos.fechaPapanicolau	Date	No	Fecha de Papanicolau.	src/lib/schema/anamnesis.ts	2025-05-12	Opcional; se coerciona a Date.
anamnesis.antecedentesGinecoObstetricos.resultadoPapanicolau	string	No	Resultado de Papanicolau.	src/lib/schema/anamnesis.ts	Negativo	TODO indica validación condicional pendiente.
anamnesis.antecedentesGinecoObstetricos.colposcopia	string	No	Resultado o nota de colposcopía.	src/lib/schema/anamnesis.ts	Normal	Opcional.
anamnesis.antecedentesGinecoObstetricos.biopsiaCervical	string	No	Resultado o nota de biopsia cervical.	src/lib/schema/anamnesis.ts	No realizada	Opcional.


Examen físico general
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
examenFisicoGeneral.presionArterial.derecha.min	number	Sí	Presión arterial derecha mínima/diastólica.	src/lib/schema/examenFisicoGeneral.ts	80	Verificar unidad en implementación; TODO menciona regex/unidad pendiente.
examenFisicoGeneral.presionArterial.derecha.max	number	Sí	Presión arterial derecha máxima/sistólica.	src/lib/schema/examenFisicoGeneral.ts	120	Verificar unidad en implementación.
examenFisicoGeneral.presionArterial.izquierda.min	number	Sí	Presión arterial izquierda mínima/diastólica.	src/lib/schema/examenFisicoGeneral.ts	78	Verificar unidad en implementación.
examenFisicoGeneral.presionArterial.izquierda.max	number	Sí	Presión arterial izquierda máxima/sistólica.	src/lib/schema/examenFisicoGeneral.ts	118	Verificar unidad en implementación.
examenFisicoGeneral.presionArterialMedia	number	Sí	Presión arterial media.	src/lib/schema/examenFisicoGeneral.ts	93	Persistido; puede calcularse fuera del schema, verificar en formulario.
examenFisicoGeneral.pulsos	number	Sí	Pulsos.	src/lib/schema/examenFisicoGeneral.ts	72	Requerido.
examenFisicoGeneral.frecuenciaRespiratoria	number	Sí	Frecuencia respiratoria.	src/lib/schema/examenFisicoGeneral.ts	18	Requerido.
examenFisicoGeneral.frecuenciaCardiaca	number	Sí	Frecuencia cardíaca.	src/lib/schema/examenFisicoGeneral.ts	76	Requerido.
examenFisicoGeneral.temperaturaAxilar	number	Sí	Temperatura axilar.	src/lib/schema/examenFisicoGeneral.ts	36.5	Requerido.
examenFisicoGeneral.peso	number	Sí	Peso del paciente.	src/lib/schema/examenFisicoGeneral.ts	70.5	Requerido.
examenFisicoGeneral.talla	number	Sí	Talla del paciente.	src/lib/schema/examenFisicoGeneral.ts	1.68	Requerido.
examenFisicoGeneral.imc	number	Sí	Índice de masa corporal.	src/lib/schema/examenFisicoGeneral.ts	24.98	Persistido; derivado clínicamente de peso/talla, pero guardado en documento.
examenFisicoGeneral.perimetroCadera	number	Sí	Perímetro de cadera.	src/lib/schema/examenFisicoGeneral.ts	96	Requerido.
examenFisicoGeneral.perimetroCintura	number	Sí	Perímetro de cintura.	src/lib/schema/examenFisicoGeneral.ts	82	Requerido.
examenFisicoGeneral.indiceCinturaCadera	number	Sí	Índice cintura/cadera.	src/lib/schema/examenFisicoGeneral.ts	0.85	Persistido; derivado clínicamente de perímetros, pero guardado en documento.
examenFisicoGeneral.diagnosticoIMC	enum	Sí	Clasificación del IMC.	src/lib/schema/examenFisicoGeneral.ts	No tiene desnutrición	Valores definidos en diagnosticosIMC.


Examen físico segmentario
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
examenFisicoSegmentario.cabeza	string	Sí	Descripción del examen de cabeza.	src/lib/schema/examenFisicoSegmentario.ts	Normocéfalo	Requerido.
examenFisicoSegmentario.cuello	string	Sí	Descripción del examen de cuello.	src/lib/schema/examenFisicoSegmentario.ts	Sin adenopatías	Requerido.
examenFisicoSegmentario.aparatoRespiratorio	string	Sí	Descripción del aparato respiratorio.	src/lib/schema/examenFisicoSegmentario.ts	Murmullo vesicular conservado	Requerido.
examenFisicoSegmentario.aparatoCardiovascular	string	Sí	Descripción del aparato cardiovascular.	src/lib/schema/examenFisicoSegmentario.ts	Ruidos cardíacos normofonéticos	Requerido.
examenFisicoSegmentario.abdomenPelvis	string	Sí	Descripción de abdomen y pelvis.	src/lib/schema/examenFisicoSegmentario.ts	Blando, depresible	Requerido.
examenFisicoSegmentario.aparatoGenitourinario	string	Sí	Descripción del aparato genitourinario.	src/lib/schema/examenFisicoSegmentario.ts	Sin particularidades	Requerido.
examenFisicoSegmentario.pielFaneras	string	Sí	Descripción de piel y faneras.	src/lib/schema/examenFisicoSegmentario.ts	Piel hidratada	Requerido.
examenFisicoSegmentario.sistemaHemolinfopoyetico	string	Sí	Descripción del sistema hemolinfopoyético.	src/lib/schema/examenFisicoSegmentario.ts	Sin adenomegalias	Requerido.
examenFisicoSegmentario.aparatoOsteoartromuscular	string	Sí	Descripción del aparato osteoartromuscular.	src/lib/schema/examenFisicoSegmentario.ts	Movilidad conservada	Requerido.
examenFisicoSegmentario.sistemaNerviosoCentral	string	Sí	Descripción del sistema nervioso central.	src/lib/schema/examenFisicoSegmentario.ts	Orientado en tiempo y espacio	Requerido.


Laboratorios
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
laboratorios.glicemiaCapilar	string	Sí	Resultado de glicemia capilar.	src/lib/schema/laboratorios.ts	92 mg/dL	Se persiste como string.
laboratorios.grupoSanguineo	enum	Sí	Grupo sanguíneo.	src/lib/schema/laboratorios.ts	O+	Valores: A+, A-, B+, B-, AB+, AB-, O+, O-.
laboratorios.otrosEstudios[]	object[]	No	Otros estudios de laboratorio.	src/lib/schema/laboratorios.ts	[{}]	Arreglo opcional.
laboratorios.otrosEstudios[].nombre	string	Sí si existe estudio	Nombre del estudio.	src/lib/schema/laboratorios.ts	Hemoglobina	Obligatorio dentro de otrosEstudios[].
laboratorios.otrosEstudios[].resultado	string	Sí si existe estudio	Resultado del estudio.	src/lib/schema/laboratorios.ts	14 g/dL	Obligatorio dentro de otrosEstudios[].


Electrocardiograma
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
electrocardiograma.ritmo	string	Sí	Ritmo cardíaco.	src/lib/schema/electrocardiograma.ts	Sinusal	Requerido.
electrocardiograma.frecuenciaCardiaca	number	Sí	Frecuencia cardíaca registrada en ECG.	src/lib/schema/electrocardiograma.ts	75	Requerido.
electrocardiograma.crecimientoAuriculaDerecha	boolean	Sí	Indica crecimiento de aurícula derecha.	src/lib/schema/electrocardiograma.ts	false	Se coerciona a boolean.
electrocardiograma.crecimientoAuriculaIzquierda	boolean	Sí	Indica crecimiento de aurícula izquierda.	src/lib/schema/electrocardiograma.ts	false	Se coerciona a boolean.
electrocardiograma.crecimientoVentriculoDerecho	boolean	Sí	Indica crecimiento de ventrículo derecho.	src/lib/schema/electrocardiograma.ts	false	Se coerciona a boolean.
electrocardiograma.crecimientoVentriculoIzquierdo	boolean	Sí	Indica crecimiento de ventrículo izquierdo.	src/lib/schema/electrocardiograma.ts	false	Se coerciona a boolean.
electrocardiograma.intervaloPR	number	Sí	Intervalo PR.	src/lib/schema/electrocardiograma.ts	160	Verificar unidad en implementación.
electrocardiograma.intervaloQTc	number	Sí	Intervalo QTc.	src/lib/schema/electrocardiograma.ts	420	Verificar unidad en implementación.
electrocardiograma.supraInfraDesnivelST	boolean	Sí	Indica supra/infra desnivel ST.	src/lib/schema/electrocardiograma.ts	false	Se coerciona a boolean.
electrocardiograma.derivacionSupraInfraDesnivelST	string	Sí	Derivación donde se observa supra/infra desnivel ST.	src/lib/schema/electrocardiograma.ts	DII	Actualmente requerido aunque supraInfraDesnivelST sea false; verificar regla condicional.
electrocardiograma.duracionOndaP	number	Sí	Duración de onda P.	src/lib/schema/electrocardiograma.ts	100	Verificar unidad en implementación.
electrocardiograma.duracionComplejoQRS	number	Sí	Duración del complejo QRS.	src/lib/schema/electrocardiograma.ts	90	Verificar unidad en implementación.
electrocardiograma.duracionOndaT	number	Sí	Duración de onda T.	src/lib/schema/electrocardiograma.ts	160	Verificar unidad en implementación.
electrocardiograma.extrasistoleSupraventricular	boolean	Sí	Indica extrasístole supraventricular.	src/lib/schema/electrocardiograma.ts	false	Se coerciona a boolean.
electrocardiograma.extrasistoleIntraventricular	boolean	Sí	Indica extrasístole intraventricular.	src/lib/schema/electrocardiograma.ts	false	Se coerciona a boolean.
electrocardiograma.diagnostico	string	Sí	Diagnóstico o interpretación del ECG.	src/lib/schema/electrocardiograma.ts	ECG dentro de parámetros normales	Requerido.


Espirometría
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
espirometria.FEV1	number	Sí	Volumen espiratorio forzado en el primer segundo.	src/lib/schema/espirometria.ts	2.8	Requerido.
espirometria.porcentajeFEVteorico	number	Sí	Porcentaje teórico de FEV.	src/lib/schema/espirometria.ts	85	Nombre del campo en código: porcentajeFEVteorico.
espirometria.FVC	number	Sí	Capacidad vital forzada.	src/lib/schema/espirometria.ts	3.4	Requerido.
espirometria.porcentajeFVCteorico	number	Sí	Porcentaje teórico de FVC.	src/lib/schema/espirometria.ts	90	Requerido.
espirometria.FEV1FVC	number	Sí	Relación FEV1/FVC.	src/lib/schema/espirometria.ts	0.82	Requerido.
espirometria.porcentajeFEV1FVCteorico	number	Sí	Porcentaje teórico de la relación FEV1/FVC.	src/lib/schema/espirometria.ts	95	Requerido.
espirometria.flujoEspiratorioPicoPEF	number	Sí	Flujo espiratorio pico.	src/lib/schema/espirometria.ts	450	Requerido.
espirometria.porcentajePEFteorico	number	Sí	Porcentaje teórico de PEF.	src/lib/schema/espirometria.ts	88	Requerido.
espirometria.fuenteDatosTeoricos	string	No	Fuente de los datos teóricos usados.	src/lib/schema/espirometria.ts	GLI 2012	Opcional.
espirometria.observaciones[]	enum[]	Sí	Observaciones de calidad de maniobra.	src/lib/schema/espirometria.ts	["Buena maniobra"]	Valores: Buena maniobra, Comienzo lento, Poco esfuerzo.
espirometria.diagnostico	string	Sí	Diagnóstico o interpretación de espirometría.	src/lib/schema/espirometria.ts	Patrón normal	Requerido.


Ecografía
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
ecografia.imagen	object	No	Archivo de imagen asociado a ecografía.	src/lib/schema/ecografia.ts	{}	Opcional.
ecografia.imagen.key	string	Sí si existe imagen	Clave de almacenamiento del archivo.	src/lib/schema/ecografia.ts	uploads/ecografias/img.jpg	Obligatorio dentro de imagen.
ecografia.imagen.nombre	string	Sí si existe imagen	Nombre original o visible del archivo.	src/lib/schema/ecografia.ts	eco-abdomen.jpg	Obligatorio dentro de imagen.
ecografia.imagen.tipo	string	Sí si existe imagen	Tipo MIME del archivo.	src/lib/schema/ecografia.ts	image/jpeg	Obligatorio dentro de imagen.
ecografia.imagen.tamano	number	Sí si existe imagen	Tamaño del archivo.	src/lib/schema/ecografia.ts	245000	En bytes.
ecografia.imagen.url	string	No	URL de acceso al archivo.	src/lib/schema/ecografia.ts	/archivos/uploads/ecografias/img.jpg	Opcional.
ecografia.imagen.data	string	No	Datos embebidos del archivo.	src/lib/schema/ecografia.ts	data:image/jpeg;base64,...	Opcional.
ecografia.higado.dimensiones	number	Sí	Dimensiones del hígado.	src/lib/schema/ecografia.ts	14.2	Verificar unidad en implementación.
ecografia.higado.hepatomegalia	boolean	Sí	Indica hepatomegalia.	src/lib/schema/ecografia.ts	false	Se coerciona a boolean.
ecografia.higado.parenquima	enum	Sí	Parénquima hepático.	src/lib/schema/ecografia.ts	Homogeneo	Valores: Homogeneo, Heterogeneo.
ecografia.higado.diagnostico	string	Sí	Diagnóstico del hígado.	src/lib/schema/ecografia.ts	Sin alteraciones	Requerido.
ecografia.vesiculaBiliar.paredes	enum	Sí	Características de paredes vesiculares.	src/lib/schema/ecografia.ts	Regulares	Valores: Regulares, Irregulares, Engrosadas, Delgadas.
